championship_name,event_name,round_name,state,rank,name,total
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,HAR,55,DEV PRIYA DUBEY,349-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,GUJ,56,JAYESHKUMAR PRAJAPATI,349-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,58,SAIRAJ NAVNATH PARKHI,348-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,ASS,59,PRAGYAN MANASH DAS,348-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,60,ADITYA RAJ SINGH,348-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KER,61,JAISON JACK C J,347-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,63,RASHPINDER SINGH,346-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,JHAR,64,KRISHNA GUPTA,346-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,ORI,65,RATI RANJAN SWAIN,346-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,67,SAURABH FAUJDAR,345-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,68,DEV PRAVEEN,345-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,70,MAYANK AGARWAL,344-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,PUN,71,GEETANSH SINGLA,344-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,72,ROHAIL AYMAAN A S,343-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KAR,73,KRITHIN S BELLAVARA,343-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,74,SHARDUL SHARAD KUMBHAR,343-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.K.,76,PRIYANSHU,343-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,PON,77,MADHAV KOTHARI,342-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,78,ROSHAN R,342-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,PUN,79,NAVDEEP SINGH,342-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,HAR,81,HARIOM ROHILLA,341-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.K.,82,AMAN RAJ PATHANIA,341-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,83,MADHAV GROVER,341-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,85,HITANSH SUNIL DEMBLA,340-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,A.P.,86,MEDISETTI LOHITH,339-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KAR,87,MANBEER SINGH AULAKH,339-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,TRA,88,DAMARLA SIVA KARTHIKEYA,338-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KER,89,MANTHAN KUMAR,336-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,90,PREM MANIKANDAN,336-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.K.,91,NITIN ARYA,335-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,92,CHARAN RAMRAJ,334-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,93,ADEITYA SACHIN SAKPAL,332-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KER,94,YASH CHANDRA S,328-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,96,ARJUN SINGH SHEKHAWAT,326-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,97,ADWAIT PRAMOD UKIRDE,326-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,99,T. SIDDHARTH PRANAV,323-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,100,YASHRAJ RAHUL DHUMAL,323-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KAR,101,MITHUN GOWDA,323-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,102,SHAAN SASTHA B.A.,320-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KAR,104,SHISHIR R NAIK,318-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KER,106,AKASH KRISHNA K A,305-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,107,DHAYA GOPALRAJ,303-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,TRA,108,KIKKARA MANI SHANKAR,303-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,T.N.,109,PARTHASARATHY G,297-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,HARSHIT KUMAR SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.K.,-,DIPANSHU KAMBOJ,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,KHUSHWANT SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,-,ARNAV GUPTA,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,C.G.,-,LAL ARTHJEET SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,ANKIT MOOND,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,JHAR,-,HARSH KUMAR,DSQ
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.K.,-,SAKSHAM MITTAL,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,PUN,-,ABHIRAJ SINGH,DSQ
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,ORI,-,ADARSH KUMAR KACHHWAH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,RAHUL JAKHAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,123,NISHAD ASHISH MAHAJAN,0-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,YOGESH JOREM,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.K.,-,SAURABH KUMAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.K.,-,SUMIT KUMAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,PRADEEP SAINI,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,KER,-,SANTHANU,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,PUN,-,PUKHRAJ MOUDGILL,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,HIMANSHU KHARRA,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,PIYUSH SHARMA,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,AKSHAT KUMAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,AMAN KHODA,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,ANKUR SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,SANDEEP YADAV,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,-,ANGADBIR SINGH SANDHU,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,RAHUL KUMAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,ROHIT SINGH NARUKA,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,DEEPAK KUMAR SAMARIYA,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,HAR,-,JASHN DOOT,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,AKSHAY KUMAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,HEMANT CHAUHAN,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,HAR,-,DEEPAK PRAKASH SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,UJJWAL SRIVASTAVA,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,PAWAN TOMAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,PUN,-,TAVEESH SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,-,TISHAN KHARB,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,-,HARSH PREET SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,-,PARAS CHAUDHARY,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,AYUSH NAGAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,MANOJ JANGID,DSQ
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,MANISH KUMAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,-,PARIN ROHIT MHATRE,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,-,SHREYASH SURESH CHAKARE,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,-,NIRANJAN DIPAK JAMBHALE,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,RUDRA PRATAP SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,CHD,-,UDAYVIR SINGH BAIDWAN,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,-,ROHAN RAJU MANE,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,-,SAMATHA MILIND CHANDAWAR,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,MAH,-,ARYAN SUDHIR KASHID,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,U.P.,-,VAIBHAV,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,RAJ,-,ARYAN SINGH,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-58) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH MEN INDIVIDUAL,,HAR,-,TAKSHAM BHORIA,DNS
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,DEL,I,SAINA CHOWDHARY,377-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,II,SHRISHA SHRINIVAS PATIL,375-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,RAJ,III,NEHA PRAJAPAT,373-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KAR,IV,PRATHISKA K,373-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,DEL,V,KASHISH,368-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,T.N.,10,SABAH FATHIMA A.K,361-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,PUN,11,BALDEEP KAUR,360-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,T.N.,12,SIRJANA KAUR SANDHU,359-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,PUN,14,JASPREET KAUR,358-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,RAJ,16,PRIYANKA KUMARI,357-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,T.N.,17,YUKTHA B,357-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,19,ALPITA AMIT VARADKAR,356-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KER,20,CHITHIRA S,355-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KER,22,DEEPIKA BYJU T M,354-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,PUN,23,RAVNEET KAUR,352-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,HAR,24,GURLEEN KAUR,351-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,KAR,25,ARCHA SUDHEESH,351-0x
33RD ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP (PISTOL),(Z-59) AIR PISTOL (NR) CHAMPIONSHIP 10M YOUTH WOMEN INDIVIDUAL,,MAH,28,ALPANA AMIT VARADKAR,349-0x
