championship_name,event_name,round_name,state,rank,name,total
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-63) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH MEN INDIVIDUAL,,MAH,-,611 SHREYASH AMOL ROKADE,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-63) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH MEN INDIVIDUAL,,T.N.,-,1339 MITEESH KARTHIK,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-63) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH MEN INDIVIDUAL,,MAH,-,676 PRIYESH SHIVAJI BANGAR,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-63) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH MEN INDIVIDUAL,,U.P.,-,629 VANSH KATIYAR MHOW INDORE Comp,DNS
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,KAR,I,1382 KASNI ANIL SUVARNA,398-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,HAR,II,622 VANSHIKA,396-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,PUN,III,776 HUNAR GILL,393-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,IV,126 ANANYA ABHIJIT BHALERAO,392-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,V,195 RANGAT GOYAL,391-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,PUN,VI,778 USNEEK KAUR,391-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,VII,1390 ADITI CHOUDHARY,390-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,VIII,928 SIDDHI KALPESHKUMAR PATEL,390-0x
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,727 AMEISHI RAGHU,9
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.K.,C,264 JIYA BISHT,10
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,2170 MAGLI BANSAL,11
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,T.N.,C,1650 SNIGDHA TARUNIKA SABARINATH,12
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,2090 RAAYSHA MUKHERJER,13
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,690 NUTAN SUNIL CHAUDHARY,14
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,JHAR,C,479 MANNAT KUMARI,15
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,KAR,C,1301 HIMAGOURI S. JAMADAR,16
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,2102 SUNIDHI RAMESH KOTA,17
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,RAJ,C,276 DHRUVISHA CHOUDHARY,18
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,1934 PRANJALI MANGLIK,19
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,PUN,C,503 SAMAIRA,20
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,2137 VRANDA MAHAJAN,21
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,1387 SANIYA GUPTA,22
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1596 IRA SAMEER KULKARNI MHOW INDORE Comp,23
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,1962 SOMAYATA,24
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.K.,C,997 KESHIKA NANDAL,25
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1756 RIYA MUKESH KADU,26
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,465 GANIKA KHARAT,27
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1630 SHREE GOPINATH SALVI,28
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1854 YUGANDHARA MANDAR GADKARI,29
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,1468 SUKHMAN DEEP RAI,30
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,PUN,C,849 DEVANSHI JINDAL,31
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,466 OJASWI GUPTA,32
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,HAR,C,1801 SIMAR,33
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1759 RITIKA MUKESH KADU,34
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,RAJ,C,340 KRITI SARAF,35
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,1966 AASHI AGRAWAL,36
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,352 KAVYAA ANIL TURAKHIA,37
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,HAR,C,1775 PRIYANSHI,38
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,2165 HARSHITA ISHWARI,39
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1925 JAGRUTI JANARDHAN CHORGHADE,40
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,641 MEGHAVIBA CHETANSINH JADEJA,41
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1694 GAURI PRAMOD PRADHAN,42
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1403 TOSHNI DEVIDAS PAWAR,43
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1617 KAMAKSHI PRASHANT DHEPE,44
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,2151 LAXMI ANAND KHERDE,45
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,823 VAISHNAVI SINGH,46
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,859 DHARMI SANDIP KUMAR PATEL,47
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,HAR,C,1970 SAVITA MHOW INDORE Comp,48
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,JHAR,C,510 ISHA RANI LINDA,49
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,460 SAUMYA YADAV,50
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,1283 ANANYA GANGWAR,51
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,1160 KAVYA BHARADWAJ,52
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,2093 GARGI SURESH JAGTAP,53
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,RAJ,C,238 AKSHAYANI PARIHAR,54
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,1953 ISHA KASTURE,55
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,T.N.,C,1675 ASHNEE DAVIDSON,56
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1528 AVANTIKA DEEPAK NARAYANKAR,57
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,2207 AYUSHI YADAV,58
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,DEL,C,488 SAMIA ALI ANSARI,59
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,310 ANSHIKA SHARMA,60
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,T.N.,C,336 SADHANA RAMPRAKASH,61
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,857 DHRUVIBEN JITENDRAKUMAR RAVAL,62
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,932 NANDINIBA DHARMARAJSINH CHUDASAMA,63
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,1216 KRITIKA KAUR THAPAR,64
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,192 KINJAL AHIRWAR,65
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,T.N.,C,28 SASHA SRIDHAR,66
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,1821 ANAYA JAIN,67
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1839 SAMIKSHA SHANKAR KHOT,68
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,956 VANISHKA TYAGI,69
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,862 JENALYN VISHAL PARMAR,70
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,PUN,C,1246 SANJAMJOT KAUR,71
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1531 ANSHIKA RANDHIR PRAJAPATI,72
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,589 SAAIRA PATRO,73
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1988 ANANYA SACHIN KAMBLE,74
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,1955 PRISHA DEEPANKAR PARMAR MHOW INDORE Comp,75
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1460 AALIA JAWAD KHATIB,76
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1788 VAISHNAVI SURESH KOKATE,77
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,T.N.,C,1359 DHARNITHA SATHEESH,78
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,785 TANISHI SHARMA,79
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,869 DHRITI YOGESHKUMAR PATEL,80
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1195 NIVEDITA SAURABH SINHA,81
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,191 MARIYA ANJUM,82
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,923 VANSHIKA KUKREJA,83
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,2149 SVECHAA KAPIL JAIN,84
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,PUN,C,1951 RIDHIMA,85
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,1622 ISHIKA VERMA,86
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1548 LAVANYA SAGAR JADHAV,87
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,360 ANSHIKA SURYAVANSHI,88
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,471 PRANJAL KESHWAL,89
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.P.,C,974 ESHITA ANOOP SRIVASTAVA,90
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,RAJ,C,2076 YANSHIKA,91
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,KER,C,1072 MIAH ANNA,92
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,2172 SHUBHANGI YADAV,93
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1539 PARI VIKAS RANSING,94
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,1373 NITYA TIWARI,95
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,RAJ,C,1936 SALONI KUNWAR RATHORE,96
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,924 KRISHNA HIMANSHU DELADIA,97
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,U.K.,C,1076 SAMAIRA,98
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,GUJ,C,1086 MESHWA HARDIK BHAI PATEL,99
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,899 SAISHA SHANKAR VIKHE,100
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,RAJ,C,1017 GAYATRI DEVYANI AHLAWAT,101
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,PON,C,921 KAMALIKA MHOW INDORE Comp,102
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,KAR,C,1961 LEANN PRIYA DSOUZA,103
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,TRA,C,1338 ANANYA JAVVAJI,104
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,2196 ADITI YADAV,105
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,1466 SAMRIDDHI YADAV,106
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,1510 ASMI VISHAM NEVATIA,107
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,MAH,C,2198 ARSHATI VIJAYKUMAR SARNAIK,108
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,M.P.,C,188 WANIYA ZAHID KHAN,109
32ND ALL INDIA G. V. MAVALANKAR SHOOTING CHAMPIONSHIP,(Z-64) AIR RIFLE (NR) CHAMPIONSHIP 10M SUB YOUTH WOMEN INDIVIDUAL,,RAJ,C,702 KARITIKA DHADHEECH,110
