championship_name,event__name,round_name,rank,name,dob,score
2022 Asian Games,10m Air Rifle Team Men,Final,6,ENDOH Masaya,16 Feb 1998,628.0
2022 Asian Games,10m Air Rifle Team Men,Final,6,SHIMIZU Akihito,,620.9
2022 Asian Games,10m Air Rifle Team Men,Final,7,ISLAM Md Robiul,12 Mar 1999,623.9
2022 Asian Games,10m Air Rifle Team Men,Final,7,ALAM Md Tamjid Bin,02 May 2002,625.5
2022 Asian Games,10m Air Rifle Team Men,Final,7,SHARAR Arnab,14 Nov 2001,626.2
2022 Asian Games,10m Air Rifle Team Men,Final,8,MALINOVSKIY Konstantin,03 Aug 1999,625.9
2022 Asian Games,10m Air Rifle Team Men,Final,8,SATPAYEV Islam,21 Sep 1998,629.6
2022 Asian Games,10m Air Rifle Team Men,Final,8,YURKOV Yuriy,11 Mar 1983,616.3
2022 Asian Games,10m Air Rifle Team Men,Final,9,LU Shao Chuan,24 Mar 1997,624.4
2022 Asian Games,10m Air Rifle Team Men,Final,9,SUNG Chia Yen,,621.9
2022 Asian Games,10m Air Rifle Team Men,Final,9,CHEN Chun An,,622.1
2022 Asian Games,10m Air Rifle Team Men,Final,10,BATBAYAR Erkhembayar,11 Apr 2005,622.3
2022 Asian Games,10m Air Rifle Team Men,Final,10,TSEDEVDORJ Munkh-Erdene,,611.4
2022 Asian Games,10m Air Rifle Team Men,Final,10,NYANTAI Bayaraa,25 Sep 1991,630.4
2022 Asian Games,10m Air Rifle Team Men,Final,11,HAJI Mahmood Ali Ebrahim Ali,11 Mar 1991,622.4
2022 Asian Games,10m Air Rifle Team Men,Final,11,ALI Husain Abduljabbar Ahmed,,616.7
2022 Asian Games,10m Air Rifle Team Men,Final,11,ALDOSERI Khalid Mohammed Salman,,620.5
2022 Asian Games,10m Air Rifle Team Men,Final,12,ALAMMARI Mesfer Aboud S,15 Sep 1987,624.5
2022 Asian Games,10m Air Rifle Team Men,Final,12,ALOTIBI Bader Turkey,,615.8
2022 Asian Games,10m Air Rifle Team Men,Final,12,ALHARBI Hussain Ghuwayli G,,614.5
2022 Asian Games,10m Air Rifle Team Men,Final,13,LATIF Aqib,05 Oct 1994,616.7
2022 Asian Games,10m Air Rifle Team Men,Final,13,ADIL Ghufran,08 Dec 1993,622.7
2022 Asian Games,10m Air Rifle Team Men,Final,13,FARID Zeeshan Ul Shakir,,608.4
2022 Asian Games,10m Air Rifle Team Men,Final,14,ALSUBAIEI Saud,,613.6
2022 Asian Games,10m Air Rifle Team Men,Final,14,ALHARBI Abdullah,,615.3
2022 Asian Games,10m Air Rifle Team Men,Final,14,ALMUTAIRI Ali,,618.3
2022 Asian Games,50m Rifle 3 Positions Men,Final,1,DU Linshu,05 Apr 2003,460.6
2022 Asian Games,50m Rifle 3 Positions Men,Final,2,TOMAR Aishwary Pratap Singh,03 Feb 2001,459.7
2022 Asian Games,50m Rifle 3 Positions Men,Final,3,TIAN Jiaming,17 Sep 2001,448.3
2022 Asian Games,50m Rifle 3 Positions Men,Final,4,KUSALE Swapnil Suresh,06 Aug 1995,438.9
2022 Asian Games,50m Rifle 3 Positions Men,Final,5,MALINOVSKIY Konstantin,03 Aug 1999,428.7
2022 Asian Games,50m Rifle 3 Positions Men,Final,6,KIM Jonghyun,21 Jul 1985,416.8
2022 Asian Games,50m Rifle 3 Positions Men,Final,7,KIM Sangdo,29 May 1987,402.2
2022 Asian Games,50m Rifle 3 Positions Men,Final,8,NOROUZIYAN Pourya,22 Jan 1992,402.2
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,1,KUSALE Swapnil Suresh,06 Aug 1995,196
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,2,TOMAR Aishwary Pratap Singh,03 Feb 2001,199
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,3,DU Linshu,05 Apr 2003,198
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,4,TIAN Jiaming,17 Sep 2001,195
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,5,SHEORAN Akhil,23 Jul 1995,194
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,6,KIM Jonghyun,21 Jul 1985,196
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,7,KIM Sangdo,29 May 1987,196
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,8,NOROUZIYAN Pourya,22 Jan 1992,195
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,9,YU Hao,29 Nov 2002,193
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,10,MALINOVSKIY Konstantin,03 Aug 1999,195
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,11,TORTUNGPANICH Napis,29 Mar 1995,193
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,12,SEDAGHAT Mahyar,18 Apr 1996,194
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,13,NYANTAI Bayaraa,25 Sep 1991,189
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,14,YURKOV Yuriy,11 Mar 1983,197
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,15,ENDOH Masaya,16 Feb 1998,190
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,16,SATPAYEV Islam,21 Sep 1998,193
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,17,WIBOWO Davin Rosyiid,14 Jul 1999,194
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,18,VONGSUKDEE Thongphaphum,13 Jun 1999,189
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,19,MO Daiseong,13 Apr 1994,192
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,20,BATBAYAR Erkhembayar,11 Apr 2005,192
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,21,LATIF Aqib,05 Oct 1994,194
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,22,ADIL Ghufran,08 Dec 1993,192
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,23,HESSLY HAFIZ Haritz Iklil,25 Oct 2000,187
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,24,SHIMADA Atsushi,20 Jul 1998,191
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,25,NEKOUNAM Amirmohammad,15 Jul 1998,185
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,26,GUSTAFIAN Fathur,21 Aug 1998,189
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,27,AL KHATRI Hamed Said Masoud,24 May 1985,194
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,28,AL BALUSHI Issam Badar Doshambeh,04 Aug 1988,190
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,29,AL-MUHANNADI Ali,03 Oct 1990,191
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,30,HAJI Mahmood Ali Ebrahim Ali,11 Mar 1991,192
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,31,ALDOSERI Khalid Mohammed Salman,,186
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,32,TRISNARMANTO Trisnarmanto,,190
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,33,ALMAJED Khaled,,193
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,34,ISLAM Md Robiul,12 Mar 1999,189
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,35,ALSHEMARI Tiurki,,195
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,36,BAKI Abdullah Hel,,190
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,37,AL MUQBALI Ibrahim Salim Saleh Saif,,191
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,38,SRIWICHAI Patsugree,,192
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,39,SHIMIZU Akihito,,183
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,40,ALHARBI Abdullah,,190
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,41,ALI Husain Abduljabbar Ahmed,,190
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,42,CHOWDHURY Md Shovon,,189
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,43,FARID Zeeshan Ul Shakir,,186
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,44,TSEDEVDORJ Munkh-Erdene,,185
2022 Asian Games,50m Rifle 3 Positions Men,Qualification,45,VALDEZ Jayson,,184
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,1,KUSALE Swapnil Suresh Kneeling,,196
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,1,TOMAR Aishwary Pratap Singh Kneeling,,199
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,1,SHEORAN Akhil Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,2,YU Hao Kneeling,,193
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,2,TIAN Jiaming Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,2,DU Linshu Kneeling,,198
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,3,MO Daiseong Kneeling,,192
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,3,KIM Sangdo Kneeling,,196
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,3,KIM Jonghyun Kneeling,,196
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,4,MALINOVSKIY Konstantin Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,4,SATPAYEV Islam Kneeling,,193
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,4,YURKOV Yuriy Kneeling,,197
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,5,NOROUZIYAN Pourya Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,5,SEDAGHAT Mahyar Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,5,NEKOUNAM Amirmohammad Kneeling,,185
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,6,VONGSUKDEE Thongphaphum Kneeling,,189
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,6,TORTUNGPANICH Napis Kneeling,,193
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,6,SRIWICHAI Patsugree Kneeling,,192
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,7,SHIMADA Atsushi Kneeling,,191
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,7,ENDOH Masaya Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,7,SHIMIZU Akihito Kneeling,,183
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,8,WIBOWO Davin Rosyiid Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,8,GUSTAFIAN Fathur Kneeling,,189
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,8,TRISNARMANTO Trisnarmanto Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,9,AL MUQBALI Ibrahim Salim Saleh Saif Kneeling,,191
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,9,AL BALUSHI Issam Badar Doshambeh Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,9,AL KHATRI Hamed Said Masoud Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,10,LATIF Aqib Kneeling,,194
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,10,ADIL Ghufran Kneeling,,192
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,10,FARID Zeeshan Ul Shakir Kneeling,,186
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,11,BATBAYAR Erkhembayar Kneeling,,192
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,11,TSEDEVDORJ Munkh-Erdene Kneeling,,185
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,11,NYANTAI Bayaraa Kneeling,,189
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,12,HAJI Mahmood Ali Ebrahim Ali Kneeling,,192
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,12,ALI Husain Abduljabbar Ahmed Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,12,ALDOSERI Khalid Mohammed Salman Kneeling,,186
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,13,ALSHEMARI Tiurki Kneeling,,195
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,13,ALMAJED Khaled Kneeling,,193
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,13,ALHARBI Abdullah Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,14,BAKI Abdullah Hel Kneeling,,190
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,14,ISLAM Md Robiul Kneeling,,189
2022 Asian Games,50m Rifle 3 Positions Team Men,Final,14,CHOWDHURY Md Shovon Kneeling,,189
2022 Asian Games,10m Air Pistol Men,Final,1,PHAM Quang Huy,31 Jul 1996,240.5
2022 Asian Games,10m Air Pistol Men,Final,2,LEE Wonho,15 Aug 1999,239.4
2022 Asian Games,10m Air Pistol Men,Final,3,SVECHNIKOV Vladimir,09 Nov 1998,219.9
2022 Asian Games,10m Air Pistol Men,Final,4,Sarabjot Singh,,199.0
2022 Asian Games,10m Air Pistol Men,Final,5,ZHANG Bowen,28 Apr 1996,178.3
2022 Asian Games,10m Air Pistol Men,Final,6,JOHNATHAN WONG Guanjie,23 Aug 1992,157.0
2022 Asian Games,10m Air Pistol Men,Final,7,ALANAZI Atallah Nidaa K,22 Feb 1988,134.4
2022 Asian Games,10m Air Pistol Men,Final,8,CHEEMA Arjun Singh,13 Jun 2001,113.3
2022 Asian Games,10m Air Pistol Men,Qualification,1,ZHANG Bowen,28 Apr 1996,582-22x
2022 Asian Games,10m Air Pistol Men,Qualification,2,LEE Wonho,15 Aug 1999,581-16x
2022 Asian Games,10m Air Pistol Men,Qualification,3,JOHNATHAN WONG Guanjie,23 Aug 1992,580-22x
2022 Asian Games,10m Air Pistol Men,Qualification,4,PHAM Quang Huy,31 Jul 1996,580-19x
2022 Asian Games,10m Air Pistol Men,Qualification,5,Sarabjot Singh,,580-18x
2022 Asian Games,10m Air Pistol Men,Qualification,6,SVECHNIKOV Vladimir,09 Nov 1998,579-25x
2022 Asian Games,10m Air Pistol Men,Qualification,7,ALANAZI Atallah Nidaa K,22 Feb 1988,579-16x
2022 Asian Games,10m Air Pistol Men,Qualification,8,CHEEMA Arjun Singh,13 Jun 2001,578-19x
2022 Asian Games,10m Air Pistol Men,Qualification,9,JOHARIKHOU Amir,21 Jul 1980,578-13x
2022 Asian Games,10m Air Pistol Men,Qualification,10,PHAN Cong Minh,14 Oct 1994,577-24x
2022 Asian Games,10m Air Pistol Men,Qualification,11,LIU Jinyao,12 Feb 1998,577-22x
2022 Asian Games,10m Air Pistol Men,Qualification,12,KIM Songguk,05 Oct 1985,577-15x
2022 Asian Games,10m Air Pistol Men,Qualification,13,MORIKAWA Seiji,20 Apr 1984,576-15x
2022 Asian Games,10m Air Pistol Men,Qualification,14,NARWAL Shiva,18 Feb 2006,576-13x
2022 Asian Games,10m Air Pistol Men,Qualification,15,KAMALOV Mukhammad,05 Oct 2002,575-22x
2022 Asian Games,10m Air Pistol Men,Qualification,16,RIM Ryusong,03 Jan 2000,575-20x
2022 Asian Games,10m Air Pistol Men,Qualification,17,JOSEPH Gulfam,17 Dec 1999,575-18x
2022 Asian Games,10m Air Pistol Men,Qualification,18,POORHOSSEINI LAFMEJANI Sajad,19 Aug 1999,575-18x
2022 Asian Games,10m Air Pistol Men,Qualification,19,KIM Myongun,01 Nov 1997,575-16x
2022 Asian Games,10m Air Pistol Men,Qualification,20,IMANKULOV Eldar,16 Jun 2001,575-15x
2022 Asian Games,10m Air Pistol Men,Qualification,21,ENKHTAIVAN Davaakhuu,12 Jun 1989,575-13x
2022 Asian Games,10m Air Pistol Men,Qualification,22,PRABOWO Muhamad Iqbal Raia,20 Feb 2005,574-21x
2022 Asian Games,10m Air Pistol Men,Qualification,23,XIE Yu,12 Jun 2000,574-18x
2022 Asian Games,10m Air Pistol Men,Qualification,24,MAZEPA Maxim,13 Nov 1985,574-14x
2022 Asian Games,10m Air Pistol Men,Qualification,25,LAI Cong Minh,10 Feb 1999,573-16x
2022 Asian Games,10m Air Pistol Men,Qualification,26,FOROUGHI Javad,11 Sep 1979,573-15x
2022 Asian Games,10m Air Pistol Men,Qualification,27,NIKITIN Veniamin,03 Apr 2006,573-14x
2022 Asian Games,10m Air Pistol Men,Qualification,28,HAN Seungwoo,03 Jul 1983,572-16x
2022 Asian Games,10m Air Pistol Men,Qualification,29,RAKHIMZHAN Valeriy,27 Jan 1999,571-15x
2022 Asian Games,10m Air Pistol Men,Qualification,30,SUTIVIRUCH Noppadon,26 May 1981,570-15x
2022 Asian Games,10m Air Pistol Men,Qualification,31,TOKMOKOV Askat,,570-12x
2022 Asian Games,10m Air Pistol Men,Qualification,32,SUKMANA Wira,,569-18x
2022 Asian Games,10m Air Pistol Men,Qualification,33,KHLAISUBAN Peechnat,,569-12x
2022 Asian Games,10m Air Pistol Men,Qualification,34,ALNAMSHAN Hamad,,569-11x
2022 Asian Games,10m Air Pistol Men,Qualification,35,ALAMEERI Ahmed,,567-14x
2022 Asian Games,10m Air Pistol Men,Qualification,36,KOH Eunsuk,,565-16x
2022 Asian Games,10m Air Pistol Men,Qualification,37,PUREVDORJ Tergel,,565-14x
2022 Asian Games,10m Air Pistol Men,Qualification,38,ZIYAN Ziyau,,565-12x
2022 Asian Games,10m Air Pistol Men,Qualification,39,HUANG Wei Te,,565-11x
2022 Asian Games,10m Air Pistol Men,Qualification,40,AHMED Shakil,,564-11x
2022 Asian Games,10m Air Pistol Men,Qualification,41,ALDOSARI Safar Mohammed S,,564
2022 Asian Games,10m Air Pistol Men,Qualification,42,AL-OBAIDLI Abdulla,10 Oct 1989,563-17x
2022 Asian Games,10m Air Pistol Men,Qualification,43,KHOJAEV Mehron,,562-15x
2022 Asian Games,10m Air Pistol Men,Qualification,44,BANPHAVEERACHON Tatsura,,561-14x
2022 Asian Games,10m Air Pistol Men,Qualification,45,AL-SHAIBA Osama,,561-10x
2022 Asian Games,10m Air Pistol Men,Qualification,46,BAHARI Alif Satria,,560-14x
2022 Asian Games,10m Air Pistol Men,Qualification,47,AHMED Saker,,560
2022 Asian Games,10m Air Pistol Men,Qualification,48,SATTOROV Khaydarali,,559-16x
2022 Asian Games,10m Air Pistol Men,Qualification,49,SIT Chin Pok,,559
2022 Asian Games,10m Air Pistol Men,Qualification,50,OYUN Tuguldur,22 Aug 1994,559
2022 Asian Games,10m Air Pistol Men,Qualification,51,ALMALKI Mohammed Ahmed O,,558-10x
2022 Asian Games,10m Air Pistol Men,Qualification,52,CHEONG Pok Ieong,,557
2022 Asian Games,10m Air Pistol Men,Qualification,53,ALAMIN Md Sabbir,,556
2022 Asian Games,10m Air Pistol Men,Qualification,54,WANGCHUK Tandin,,536
2022 Asian Games,10m Air Pistol Men,Qualification,55,PAK Kam In,05 Jun 1999,535-11x
2022 Asian Games,10m Air Pistol Men,Qualification,56,ALI Maahy,,532
2022 Asian Games,10m Air Pistol Team Men,Final,1,CHEEMA Arjun Singh,13 Jun 2001,578-19x
2022 Asian Games,10m Air Pistol Team Men,Final,1,Sarabjot Singh,,580-18x
2022 Asian Games,10m Air Pistol Team Men,Final,1,NARWAL Shiva,18 Feb 2006,576-13x
2022 Asian Games,10m Air Pistol Team Men,Final,2,ZHANG Bowen,28 Apr 1996,582-22x
2022 Asian Games,10m Air Pistol Team Men,Final,2,XIE Yu,12 Jun 2000,574-18x
2022 Asian Games,10m Air Pistol Team Men,Final,2,LIU Jinyao,12 Feb 1998,577-22x
2022 Asian Games,10m Air Pistol Team Men,Final,3,LAI Cong Minh,10 Feb 1999,573-16x
2022 Asian Games,10m Air Pistol Team Men,Final,3,PHAM Quang Huy,31 Jul 1996,580-19x
2022 Asian Games,10m Air Pistol Team Men,Final,3,PHAN Cong Minh,14 Oct 1994,577-24x
2022 Asian Games,10m Air Pistol Team Men,Final,4,NIKITIN Veniamin,03 Apr 2006,573-14x
2022 Asian Games,10m Air Pistol Team Men,Final,4,KAMALOV Mukhammad,05 Oct 2002,575-22x
2022 Asian Games,10m Air Pistol Team Men,Final,4,SVECHNIKOV Vladimir,09 Nov 1998,579-25x
2022 Asian Games,10m Air Pistol Team Men,Final,5,KIM Myongun,01 Nov 1997,575-16x
2022 Asian Games,10m Air Pistol Team Men,Final,5,KIM Songguk,05 Oct 1985,577-15x
2022 Asian Games,10m Air Pistol Team Men,Final,5,RIM Ryusong,03 Jan 2000,575-20x
2022 Asian Games,10m Air Pistol Team Men,Final,6,POORHOSSEINI LAFMEJANI Sajad,19 Aug 1999,575-18x
2022 Asian Games,10m Air Pistol Team Men,Final,6,FOROUGHI Javad,11 Sep 1979,573-15x
2022 Asian Games,10m Air Pistol Team Men,Final,6,JOHARIKHOU Amir,21 Jul 1980,578-13x
2022 Asian Games,10m Air Pistol Team Men,Final,7,MAZEPA Maxim,13 Nov 1985,574-14x
2022 Asian Games,10m Air Pistol Team Men,Final,7,IMANKULOV Eldar,16 Jun 2001,575-15x
2022 Asian Games,10m Air Pistol Team Men,Final,7,RAKHIMZHAN Valeriy,27 Jan 1999,571-15x
2022 Asian Games,10m Air Pistol Team Men,Final,8,LEE Wonho,15 Aug 1999,581-16x
2022 Asian Games,10m Air Pistol Team Men,Final,8,KOH Eunsuk,,565-16x
2022 Asian Games,10m Air Pistol Team Men,Final,8,HAN Seungwoo,03 Jul 1983,572-16x
2022 Asian Games,10m Air Pistol Team Men,Final,9,SUKMANA Wira,,569-18x
2022 Asian Games,10m Air Pistol Team Men,Final,9,PRABOWO Muhamad Iqbal Raia,20 Feb 2005,574-21x
2022 Asian Games,10m Air Pistol Team Men,Final,9,BAHARI Alif Satria,,560-14x
2022 Asian Games,10m Air Pistol Team Men,Final,10,ALANAZI Atallah Nidaa K,22 Feb 1988,579-16x
2022 Asian Games,10m Air Pistol Team Men,Final,10,ALDOSARI Safar Mohammed S,,564
2022 Asian Games,10m Air Pistol Team Men,Final,10,ALMALKI Mohammed Ahmed O,,558-10x
2022 Asian Games,10m Air Pistol Team Men,Final,11,SUTIVIRUCH Noppadon,26 May 1981,570-15x
2022 Asian Games,10m Air Pistol Team Men,Final,11,KHLAISUBAN Peechnat,,569-12x
2022 Asian Games,10m Air Pistol Team Men,Final,11,BANPHAVEERACHON Tatsura,,561-14x
2022 Asian Games,10m Air Pistol Team Men,Final,12,ENKHTAIVAN Davaakhuu,12 Jun 1989,575-13x
2022 Asian Games,10m Air Pistol Team Men,Final,12,PUREVDORJ Tergel,,565-14x
2022 Asian Games,10m Air Pistol Team Men,Final,12,OYUN Tuguldur,22 Aug 1994,559
2022 Asian Games,10m Air Pistol Team Men,Final,13,AHMED Shakil,,564-11x
2022 Asian Games,10m Air Pistol Team Men,Final,13,ALAMIN Md Sabbir,,556
2022 Asian Games,10m Air Pistol Team Men,Final,13,AHMED Saker,,560
2022 Asian Games,10m Air Pistol Team Men,Final,14,CHEONG Pok Ieong,,557
2022 Asian Games,10m Air Pistol Team Men,Final,14,SIT Chin Pok,,559
2022 Asian Games,10m Air Pistol Team Men,Final,14,PAK Kam In,05 Jun 1999,535-11x
2022 Asian Games,25m Rapid Fire Pistol Men,Final,1,LI Yuehong,28 Aug 1989,33
2022 Asian Games,25m Rapid Fire Pistol Men,Final,2,LIU Yangpan,20 Nov 2001,31
2022 Asian Games,25m Rapid Fire Pistol Men,Final,3,CHIRYUKIN Nikita,05 Jul 2002,26
2022 Asian Games,25m Rapid Fire Pistol Men,Final,4,SIDHU Vijayveer,21 Jun 2002,21
2022 Asian Games,25m Rapid Fire Pistol Men,Final,5,YULIANTO Anang,12 Dec 1976,17
2022 Asian Games,25m Rapid Fire Pistol Men,Final,6,BASHIR Ghulam Mustafa,04 Jul 1987,13
2022 Asian Games,25m Rapid Fire Pistol Team Men,Final,297,291 882 1765-63x WR,,590-23x
2022 Asian Games,25m Rapid Fire Pistol Team Men,Final,293,283 864 1734-56x,,578-14x
2022 Asian Games,25m Rapid Fire Pistol Team Men,Final,289,276 850 1718-45x,,576-13x
2022 Asian Games,25m Rapid Fire Pistol Team Men,Final,286,282 858 1718-37x,,569-12x
2022 Asian Games,25m Rapid Fire Pistol Team Men,Final,290,278 854 1715-43x,,578-15x
2022 Asian Games,25m Rapid Fire Pistol Team Men,Final,293,280 864 1704-53x,,578-15x
2022 Asian Games,25m Rapid Fire Pistol Team Men,Final,292,280 854 1702-39x,,559-11x
2022 Asian Games,25m Rapid Fire Pistol Team Men,Final,289,266 834 1692-48x,,556-17x
2022 Asian Games,Trap Men,Final,1,QI Ying,23 JAN 1997,46
2022 Asian Games,Trap Men,Final,2,ALRASHIDI Talal,24 Jul 1993,45
2022 Asian Games,Trap Men,Final,3,CHENAI Kynan Darius,29 Jan 1991,32
2022 Asian Games,Trap Men,Final,4,AL-RUMAIHI Mohammed,03 Mar 1989,29
2022 Asian Games,Trap Men,Final,5,SANDHU Zoravar Singh,07 Aug 1977,23
2022 Asian Games,Trap Men,Final,6,ALMUDHAF Khaled,12 Jun 1978,21
2022 Asian Games,Trap Men,Qualifications Stage 2,1,CHENAI Kynan Darius,29 Jan 1991,122
2022 Asian Games,Trap Men,Qualifications Stage 2,2,SANDHU Zoravar Singh,07 Aug 1977,10
2022 Asian Games,Trap Men,Qualifications Stage 2,3,ALRASHIDI Talal,24 Jul 1993,9
2022 Asian Games,Trap Men,Qualifications Stage 2,4,ALMUDHAF Khaled,12 Jun 1978,2
2022 Asian Games,Trap Men,Qualifications Stage 2,5,AL-RUMAIHI Mohammed,03 Mar 1989,0
2022 Asian Games,Trap Men,Qualifications Stage 2,6,QI Ying,23 JAN 1997,18
2022 Asian Games,Trap Men,Qualifications Stage 2,7,AISALBAYEV Alisher,05 Oct 2001,17
2022 Asian Games,Trap Men,Qualifications Stage 2,8,MOUSSA Alain,01 Jan 1984,5
2022 Asian Games,Trap Men,Qualifications Stage 2,9,AHN Daemyeong,23 Nov 1990,5
2022 Asian Games,Trap Men,Qualifications Stage 2,10,YANG Kun-Pi,11 Aug 1998,2
2022 Asian Games,Trap Men,Qualifications Stage 2,11,TONDAIMAN Prithviraj,06 Jun 1987,119
2022 Asian Games,Trap Men,Qualifications Stage 2,12,ALFAIHAN Abdulrahman,24 Jun 1986,119
2022 Asian Games,Trap Men,Qualifications Stage 2,13,WANG Yuhao,31 Jan 2004,118
2022 Asian Games,Trap Men,Qualifications Stage 2,14,KIM Suyeong,02 Aug 1995,118
2022 Asian Games,Trap Men,Qualifications Stage 2,15,ABUSHARIB Saeed,31 Aug 1983,117
2022 Asian Games,Trap Men,Qualifications Stage 2,16,BEYRANVAND Mohammad,25 Aug 2008,117
2022 Asian Games,Trap Men,Qualifications Stage 2,17,GUO Yuhao,18 Feb 1991,117
2022 Asian Games,Trap Men,Qualifications Stage 2,18,TOPACIO Hagen Alexander,05 Nov 1989,117
2022 Asian Games,Trap Men,Qualifications Stage 2,19,POCHIVALOV Daniil,08 Jun 2004,116
2022 Asian Games,Trap Men,Qualifications Stage 2,20,CHUANG Han-Lin,28 Apr 1994,116
2022 Asian Games,Trap Men,Qualifications Stage 2,21,BEDAREV Maksim,04 Jun 2002,116
2022 Asian Games,Trap Men,Qualifications Stage 2,22,AL-ATHBA Rashid Hamad,18 Aug 1980,116
2022 Asian Games,Trap Men,Qualifications Stage 2,23,EL NAJJAR Walid,16 May 1975,116
2022 Asian Games,Trap Men,Qualifications Stage 2,24,ALMUTAIRI Fahad Makin A,03 Apr 1988,116
2022 Asian Games,Trap Men,Qualifications Stage 2,25,CARAG Carlos,02 Feb 1971,114
2022 Asian Games,Trap Men,Qualifications Stage 2,26,BERNARD YEOH Cheng Han,11 Apr 1969,113
